"","low","est","high","ID","type","metric"
"area (square kilometers)",569.935081282003,1862.55955523742,3906.71879065513,"1400032013Snow","OUF anisotropic","area (square kilometers)"
"t[position] (days)",0.893006248078718,11.4791202881422,147.557985034414,"1400032013Snow","OUF anisotropic","t[position] (days)"
"t[velocity] (minutes)",38.6572020382115,53.8401375475391,74.9862964286083,"1400032013Snow","OUF anisotropic","t[velocity] (minutes)"
"speed (kilometers/day)",20.5579886442993,22.6843911124374,24.808217668221,"1400032013Snow","OUF anisotropic","speed (kilometers/day)"
"area (square kilometers)1",21053.2503599942,527110.923249324,1819295.76381272,"1400032014SnowFree","OUF isotropic","area (square kilometers)1"
"t[position] (years)",0,1.26649009301813,3.56217164475897,"1400032014SnowFree","OUF isotropic","t[position] (years)"
"t[velocity] (hours)",1.71865553042824,1.98604209286782,2.29502836653949,"1400032014SnowFree","OUF isotropic","t[velocity] (hours)"
"speed (kilometers/day)1",36.8061215962324,38.2511607394459,39.6954564948906,"1400032014SnowFree","OUF isotropic","speed (kilometers/day)1"
"area (square kilometers)2",270.043719504977,402.721554954575,561.492588816386,"1400042013Snow","OUF anisotropic","area (square kilometers)2"
"t[position] (days)1",1.02380093114446,1.69435765375762,2.80410748956621,"1400042013Snow","OUF anisotropic","t[position] (days)1"
"t[velocity] (hours)1",0.813216292358973,1.09466625670122,1.47352460202716,"1400042013Snow","OUF anisotropic","t[velocity] (hours)1"
"speed (kilometers/day)2",23.4208423273947,25.467666160598,27.5123280431104,"1400042013Snow","OUF anisotropic","speed (kilometers/day)2"
"area (square kilometers)3",266.825606343789,314.930375824029,366.963115757043,"1400042014SnowFree","OUF anisotropic","area (square kilometers)3"
"t[position] (days)2",0.886339613581577,1.08378562795623,1.32521583077858,"1400042014SnowFree","OUF anisotropic","t[position] (days)2"
"t[velocity] (hours)2",0.972924755388742,1.13999776458379,1.33576095793428,"1400042014SnowFree","OUF anisotropic","t[velocity] (hours)2"
"speed (kilometers/day)3",25.5425397442026,26.7339496163955,27.9246392715955,"1400042014SnowFree","OUF anisotropic","speed (kilometers/day)3"
"area (square kilometers)4",742.361582158789,984.218180466194,1259.65466195174,"1400042014Snow","OUF anisotropic","area (square kilometers)4"
"t[position] (days)3",2.22916187856071,3.07573170499216,4.24380374170136,"1400042014Snow","OUF anisotropic","t[position] (days)3"
"t[velocity] (minutes)1",48.2398742454278,56.8765366546909,67.0594704574506,"1400042014Snow","OUF anisotropic","t[velocity] (minutes)1"
"speed (kilometers/day)4",29.8659973752953,31.4363832033507,33.0057087121682,"1400042014Snow","OUF anisotropic","speed (kilometers/day)4"
"area (square kilometers)5",585.165408039346,752.963499974575,941.592807103026,"1400042015SnowFree","OUF anisotropic","area (square kilometers)5"
"t[position] (days)4",1.86108449660603,2.489658781001,3.33053166426302,"1400042015SnowFree","OUF anisotropic","t[position] (days)4"
"t[velocity] (hours)3",1.24155701722168,1.40974492458874,1.60071645912085,"1400042015SnowFree","OUF anisotropic","t[velocity] (hours)3"
"speed (kilometers/day)5",23.2211329914237,24.0271638618554,24.8328257391977,"1400042015SnowFree","OUF anisotropic","speed (kilometers/day)5"
"area (square kilometers)6",1723.23157175063,4335.94978147076,8133.14800106689,"1400042015Snow","OUF anisotropic","area (square kilometers)6"
"t[position] (days)5",1.32940438518752,5.71275844460997,24.5490457306254,"1400042015Snow","OUF anisotropic","t[position] (days)5"
"t[velocity] (hours)4",1.18590418280465,1.5356791100784,1.98861793669857,"1400042015Snow","OUF anisotropic","t[velocity] (hours)4"
"speed (kilometers/day)6",33.8275470690534,36.1102394193967,38.3910018362442,"1400042015Snow","OUF anisotropic","speed (kilometers/day)6"
"area (square kilometers)7",998.494649953993,3053.11157467191,6235.39478233844,"1400052013Snow","OUF anisotropic","area (square kilometers)7"
"t[position] (days)6",1.00726481996934,8.94700297596048,79.4715159954481,"1400052013Snow","OUF anisotropic","t[position] (days)6"
"t[velocity] (minutes)2",32.1902696751969,47.1503450873312,69.0629517641906,"1400052013Snow","OUF anisotropic","t[velocity] (minutes)2"
"speed (kilometers/day)7",30.258772687134,33.9585545348177,37.6532443587364,"1400052013Snow","OUF anisotropic","speed (kilometers/day)7"
"area (square kilometers)8",1511.07903699741,2141.79313503683,2880.7900814615,"1400052014SnowFree","OUF anisotropic","area (square kilometers)8"
"t[position] (days)7",2.80307431436159,4.2091549718463,6.32055507278034,"1400052014SnowFree","OUF anisotropic","t[position] (days)7"
"t[velocity] (hours)5",1.4226918443689,1.5981398090483,1.79522421483896,"1400052014SnowFree","OUF anisotropic","t[velocity] (hours)5"
"speed (kilometers/day)8",28.2326695042645,29.1317952572289,30.0305418554554,"1400052014SnowFree","OUF anisotropic","speed (kilometers/day)8"
"area (square kilometers)9",418.496334951944,534.394369917993,664.2441060107,"1400052014Snow","OUF anisotropic","area (square kilometers)9"
"t[position] (days)8",1.75174652239333,2.3193674797014,3.07091547614249,"1400052014Snow","OUF anisotropic","t[position] (days)8"
"t[velocity] (hours)6",0.854789604029159,1.00439848556559,1.1801925445177,"1400052014Snow","OUF anisotropic","t[velocity] (hours)6"
"speed (kilometers/day)9",23.735507296302,24.8843594677266,26.032492911331,"1400052014Snow","OUF anisotropic","speed (kilometers/day)9"
"area (square kilometers)10",512.169494434601,624.728014408099,748.29999836751,"1400052015SnowFree","OUF anisotropic","area (square kilometers)10"
"t[position] (days)9",1.23533516642706,1.56196277752122,1.97495204918208,"1400052015SnowFree","OUF anisotropic","t[position] (days)9"
"t[velocity] (hours)7",1.13823911284475,1.31240291331184,1.51321579748273,"1400052015SnowFree","OUF anisotropic","t[velocity] (hours)7"
"speed (kilometers/day)10",27.4423487852953,28.5093867281941,29.5758807291056,"1400052015SnowFree","OUF anisotropic","speed (kilometers/day)10"
"area (square kilometers)11",149.451712746869,672.712914511084,1582.0421422512,"1400052015Snow","OUF anisotropic","area (square kilometers)11"
"t[position] (days)10",0,2.11684011821369,4.5716676247836,"1400052015Snow","OUF anisotropic","t[position] (days)10"
"t[velocity] (hours)8",0.422269431864211,1.14999392991076,3.131853596395,"1400052015Snow","OUF anisotropic","t[velocity] (hours)8"
"speed (kilometers/day)11",23.4832144593141,29.3590632613349,35.2232222556403,"1400052015Snow","OUF anisotropic","speed (kilometers/day)11"
"area (square kilometers)12",228.326975036008,405.838698983648,633.561308009856,"1400062013Snow","OUF anisotropic","area (square kilometers)12"
"t[position] (days)11",1.638974482036,3.43324688258864,7.19180456193687,"1400062013Snow","OUF anisotropic","t[position] (days)11"
"t[velocity] (hours)9",1.02096152212058,1.29518195043496,1.64305534379815,"1400062013Snow","OUF anisotropic","t[velocity] (hours)9"
"speed (kilometers/day)12",14.7568067473039,15.7133292476638,16.6690713983417,"1400062013Snow","OUF anisotropic","speed (kilometers/day)12"
"area (square kilometers)13",777.401079503137,1061.46789485638,1389.0866926166,"1400062014SnowFree","OUF anisotropic","area (square kilometers)13"
"t[position] (days)12",2.52665086754332,3.61574141258102,5.174274819918,"1400062014SnowFree","OUF anisotropic","t[position] (days)12"
"t[velocity] (hours)10",1.26794648053107,1.44157499699416,1.63897964454169,"1400062014SnowFree","OUF anisotropic","t[velocity] (hours)10"
"speed (kilometers/day)13",22.3126903304496,23.1099750468059,23.906884576192,"1400062014SnowFree","OUF anisotropic","speed (kilometers/day)13"
"area (square kilometers)14",428.560979981478,2375.01545881515,5954.63514642393,"1400062014Snow","OUF isotropic","area (square kilometers)14"
"t[position] (days)13",0,8.82641271006614,19.5775567694714,"1400062014Snow","OUF isotropic","t[position] (days)13"
"t[velocity] (hours)11",0.628725367320714,1.01292444530844,1.63189841738966,"1400062014Snow","OUF isotropic","t[velocity] (hours)11"
"speed (kilometers/day)14",22.9798040662555,26.0274589039434,29.0706677249192,"1400062014Snow","OUF isotropic","speed (kilometers/day)14"
"area (square kilometers)15",1056.59685072209,1903.00642996041,2994.31733350446,"1400072013Snow","OUF anisotropic","area (square kilometers)15"
"t[position] (days)14",1.66203226277193,3.5658132967846,7.65028739353099,"1400072013Snow","OUF anisotropic","t[position] (days)14"
"t[velocity] (hours)12",1.2134312073165,1.50508649766691,1.86684284350072,"1400072013Snow","OUF anisotropic","t[velocity] (hours)12"
"speed (kilometers/day)15",28.6893762774108,30.2756418514369,31.860786039044,"1400072013Snow","OUF anisotropic","speed (kilometers/day)15"
"area (square kilometers)16",3250.00817345217,5558.39423502627,8476.070222956,"1400072014SnowFree","OUF anisotropic","area (square kilometers)16"
"t[position] (days)15",5.13451643333388,9.87008488566983,18.9732717608761,"1400072014SnowFree","OUF anisotropic","t[position] (days)15"
"t[velocity] (hours)13",1.47217704377599,1.64979076762388,1.84883305200563,"1400072014SnowFree","OUF anisotropic","t[velocity] (hours)13"
"speed (kilometers/day)16",28.9703580571056,29.8701800712744,30.7696316132952,"1400072014SnowFree","OUF anisotropic","speed (kilometers/day)16"
"area (square kilometers)17",2472.33260728278,6280.0728874895,11831.7517929947,"1400072014Snow","OUF anisotropic","area (square kilometers)17"
"t[position] (days)16",4.61202235075131,19.3678240813073,81.3336495612079,"1400072014Snow","OUF anisotropic","t[position] (days)16"
"t[velocity] (hours)14",1.28710309913486,1.44455305058505,1.62126368692391,"1400072014Snow","OUF anisotropic","t[velocity] (hours)14"
"speed (kilometers/day)17",23.9368102306383,24.7096658731632,25.482191302371,"1400072014Snow","OUF anisotropic","speed (kilometers/day)17"
"area (square kilometers)18",440.344079450938,1721.52723131037,3859.86029282107,"1400072015SnowFree","OUF anisotropic","area (square kilometers)18"
"t[position] (days)17",0,3.91833142989171,8.01323147144832,"1400072015SnowFree","OUF anisotropic","t[position] (days)17"
"t[velocity] (hours)15",0.972213327478726,1.66717604167458,2.8589157084915,"1400072015SnowFree","OUF anisotropic","t[velocity] (hours)15"
"speed (kilometers/day)18",23.6015562626075,26.8067012368605,30.0070929367656,"1400072015SnowFree","OUF anisotropic","speed (kilometers/day)18"
"area (square kilometers)19",793.487593709248,2832.4597850979,6144.93895906844,"1400082013Snow","OUF anisotropic","area (square kilometers)19"
"t[position] (days)18",0.253594787221222,11.1892203335185,493.695682959006,"1400082013Snow","OUF anisotropic","t[position] (days)18"
"t[velocity] (hours)16",0.787362862797251,1.04788353833286,1.3946046502726,"1400082013Snow","OUF anisotropic","t[velocity] (hours)16"
"speed (kilometers/day)19",23.4794526664515,25.3955470333035,27.3097309755556,"1400082013Snow","OUF anisotropic","speed (kilometers/day)19"
"area (square kilometers)20",4942.09831169307,8052.1305271962,11908.9718224529,"1400082014SnowFree","OUF anisotropic","area (square kilometers)20"
"t[position] (days)19",4.27129052856615,7.68039172769895,13.8104436343993,"1400082014SnowFree","OUF anisotropic","t[position] (days)19"
"t[velocity] (hours)17",1.53940171530733,1.7158449277082,1.91251171586112,"1400082014SnowFree","OUF anisotropic","t[velocity] (hours)17"
"speed (kilometers/day)20",39.0544572955548,40.2093842692721,41.3638576012014,"1400082014SnowFree","OUF anisotropic","speed (kilometers/day)20"
"area (square kilometers)21",1702.9812418876,2407.70011201483,3232.5316989056,"1400082014Snow","OUF anisotropic","area (square kilometers)21"
"t[position] (days)20",2.96197395654047,4.40693031612507,6.55678783680651,"1400082014Snow","OUF anisotropic","t[position] (days)20"
"t[velocity] (hours)18",0.919765608369085,1.0622282819495,1.2267570266887,"1400082014Snow","OUF anisotropic","t[velocity] (hours)18"
"speed (kilometers/day)21",35.6806151001989,37.2197781411539,38.7580761397377,"1400082014Snow","OUF anisotropic","speed (kilometers/day)21"
"area (square kilometers)22",1461.79613054432,2184.42254175041,3049.883496228,"1400082015SnowFree","OUF anisotropic","area (square kilometers)22"
"t[position] (days)21",1.80765314891746,2.93651077361398,4.77032639182745,"1400082015SnowFree","OUF anisotropic","t[position] (days)21"
"t[velocity] (hours)19",1.25612202579069,1.49425668202487,1.77753672488187,"1400082015SnowFree","OUF anisotropic","t[velocity] (hours)19"
"speed (kilometers/day)22",34.3255930918236,35.878254900362,37.4300045500951,"1400082015SnowFree","OUF anisotropic","speed (kilometers/day)22"
"area (square kilometers)23",310.906792993307,477.834383556517,680.060091059386,"1400092013Snow","OUF anisotropic","area (square kilometers)23"
"t[position] (days)22",1.12540648322773,1.93214082814449,3.31717315958225,"1400092013Snow","OUF anisotropic","t[position] (days)22"
"t[velocity] (hours)20",0.738756504732398,1.01327682822071,1.38980831171284,"1400092013Snow","OUF anisotropic","t[velocity] (hours)20"
"speed (kilometers/day)23",24.3976757163564,26.7063137839376,29.0123480644551,"1400092013Snow","OUF anisotropic","speed (kilometers/day)23"
"area (square kilometers)24",279.605096822512,380.727807586938,497.217782715001,"1400092014SnowFree","OUF anisotropic","area (square kilometers)24"
"t[position] (days)23",0.712641941757536,1.06354688937483,1.58723746052506,"1400092014SnowFree","OUF anisotropic","t[position] (days)23"
"t[velocity] (hours)21",0.842144364187878,1.12977082055883,1.51563337744005,"1400092014SnowFree","OUF anisotropic","t[velocity] (hours)21"
"speed (kilometers/day)24",27.7410865871778,30.0182544160793,32.293140503272,"1400092014SnowFree","OUF anisotropic","speed (kilometers/day)24"
"area (square kilometers)25",4344.57558529436,21654.789738663,52596.4853843388,"1400092014Snow","OUF anisotropic","area (square kilometers)25"
"t[position] (days)24",0,19.898757812871,42.7955885899209,"1400092014Snow","OUF anisotropic","t[position] (days)24"
"t[velocity] (hours)22",1.00326827577634,1.30703514426008,1.70277572766769,"1400092014Snow","OUF anisotropic","t[velocity] (hours)22"
"speed (kilometers/day)25",46.2312453526143,49.7472595638559,53.2599735768706,"1400092014Snow","OUF anisotropic","speed (kilometers/day)25"
"area (square kilometers)26",28202.365140457,273723.732403368,791633.42459353,"1400092015SnowFree","OUF anisotropic","area (square kilometers)26"
"t[position] (months)",0,8.81319798024388,21.6389153161134,"1400092015SnowFree","OUF anisotropic","t[position] (months)"
"t[velocity] (hours)23",1.82850303265597,2.01544526674873,2.22150007449514,"1400092015SnowFree","OUF anisotropic","t[velocity] (hours)23"
"speed (kilometers/day)26",36.7392681011039,37.7825945859858,38.8255269126408,"1400092015SnowFree","OUF anisotropic","speed (kilometers/day)26"
"area (square kilometers)27",5069.93829014345,16502.0832655518,34558.3780491459,"1400092015Snow","OUF anisotropic","area (square kilometers)27"
"t[position] (months)1",0.0884296485967177,1.03739911801647,12.1700916733179,"1400092015Snow","OUF anisotropic","t[position] (months)1"
"t[velocity] (hours)24",0.942446746312354,1.082592671648,1.24357890490028,"1400092015Snow","OUF anisotropic","t[velocity] (hours)24"
"speed (kilometers/day)27",34.4101759638034,35.8210359629482,37.2311399065952,"1400092015Snow","OUF anisotropic","speed (kilometers/day)27"
"area (square kilometers)28",269.154820936017,439.578857824042,651.126148571067,"1400092016SnowFree","OUF isotropic","area (square kilometers)28"
"t[position] (hours)",10.5499524940065,21.8618518065514,45.3026271618884,"1400092016SnowFree","OUF isotropic","t[position] (hours)"
"t[velocity] (hours)25",0.730631778003368,1.23682203643147,2.09370683818717,"1400092016SnowFree","OUF isotropic","t[velocity] (hours)25"
"speed (kilometers/day)28",27.983103152704,31.5432279326302,35.0983097594384,"1400092016SnowFree","OUF isotropic","speed (kilometers/day)28"
"area (square kilometers)29",1114.91190736736,2202.11631730474,3653.12172623515,"1400102013Snow","OUF anisotropic","area (square kilometers)29"
"t[position] (days)25",1.64506693666192,4.14257725070875,10.4317617086826,"1400102013Snow","OUF anisotropic","t[position] (days)25"
"t[velocity] (hours)26",1.37329903974929,1.68814208409021,2.07516616089436,"1400102013Snow","OUF anisotropic","t[velocity] (hours)26"
"speed (kilometers/day)29",26.9986204837303,28.4203615413722,29.8411413270022,"1400102013Snow","OUF anisotropic","speed (kilometers/day)29"
"area (square kilometers)30",2058.0156992691,2752.68613135477,3546.81981592406,"1400102014SnowFree","OUF anisotropic","area (square kilometers)30"
"t[position] (days)26",2.29026220413266,3.20243335348235,4.47790622619127,"1400102014SnowFree","OUF anisotropic","t[position] (days)26"
"t[velocity] (hours)27",1.43121206805408,1.60764120840899,1.8058192162177,"1400102014SnowFree","OUF anisotropic","t[velocity] (hours)27"
"speed (kilometers/day)30",35.9695163656289,37.0753136315977,38.18066007993,"1400102014SnowFree","OUF anisotropic","speed (kilometers/day)30"
"area (square kilometers)31",1427.29587429606,2079.07307807548,2851.50009699352,"1400102014Snow","OUF anisotropic","area (square kilometers)31"
"t[position] (days)27",3.28195496343443,5.0702963470769,7.83310719787548,"1400102014Snow","OUF anisotropic","t[position] (days)27"
"t[velocity] (hours)28",0.940072944610376,1.08453867938889,1.25120518980375,"1400102014Snow","OUF anisotropic","t[velocity] (hours)28"
"speed (kilometers/day)31",30.115835612972,31.3607144348712,32.6049210266327,"1400102014Snow","OUF anisotropic","speed (kilometers/day)31"
"area (square kilometers)32",603.065058068228,727.749995289392,863.976741990558,"1400102015SnowFree","OUF anisotropic","area (square kilometers)32"
"t[position] (days)28",1.11960485349697,1.39770425807068,1.74488096128479,"1400102015SnowFree","OUF anisotropic","t[position] (days)28"
"t[velocity] (hours)29",1.06479674472972,1.22788686373836,1.41595676132906,"1400102015SnowFree","OUF anisotropic","t[velocity] (hours)29"
"speed (kilometers/day)32",31.7966132982184,33.030559499237,34.2638778253558,"1400102015SnowFree","OUF anisotropic","speed (kilometers/day)32"
"area (square kilometers)33",120.207438055886,475.988258266678,1072.01509480361,"1400112013Snow","OUF anisotropic","area (square kilometers)33"
"t[position] (days)29",0,7.57136644992924,15.4204180511868,"1400112013Snow","OUF anisotropic","t[position] (days)29"
"t[velocity] (minutes)3",25.2417402671301,48.0261952401989,91.3770367985784,"1400112013Snow","OUF anisotropic","t[velocity] (minutes)3"
"speed (kilometers/day)33",12.5954149478169,15.087920077845,17.5758263844252,"1400112013Snow","OUF anisotropic","speed (kilometers/day)33"
"area (square kilometers)34",207.572309537896,313.536079168827,441.004260903526,"1400122013Snow","OUF anisotropic","area (square kilometers)34"
"t[position] (days)30",0.790440070310316,1.35773767446989,2.33218388327806,"1400122013Snow","OUF anisotropic","t[position] (days)30"
"t[velocity] (hours)30",1.00175659260174,1.34258785722289,1.79938137435245,"1400122013Snow","OUF anisotropic","t[velocity] (hours)30"
"speed (kilometers/day)34",20.2362340598396,21.7358755760556,23.234140738932,"1400122013Snow","OUF anisotropic","speed (kilometers/day)34"
"area (square kilometers)35",579.542450548986,2431.68882752567,5586.90519062715,"1400142014Snow","OUF anisotropic","area (square kilometers)35"
"t[position] (days)31",0,8.47870698504438,17.7223321209725,"1400142014Snow","OUF anisotropic","t[position] (days)31"
"t[velocity] (hours)31",0.985492175086532,1.39229193229885,1.96701391827311,"1400142014Snow","OUF anisotropic","t[velocity] (hours)31"
"speed (kilometers/day)35",21.4037820523383,23.3288364946723,25.2518084794245,"1400142014Snow","OUF anisotropic","speed (kilometers/day)35"
"area (square kilometers)36",663.596652014218,2421.82443351066,5297.24121443985,"1400152013Snow","OUF anisotropic","area (square kilometers)36"
"t[position] (days)32",0.157998060746864,12.0794421051408,923.51083856163,"1400152013Snow","OUF anisotropic","t[position] (days)32"
"t[velocity] (hours)32",0.985724736596772,1.26366202039811,1.61996715970602,"1400152013Snow","OUF anisotropic","t[velocity] (hours)32"
"speed (kilometers/day)36",19.1445740475057,20.4521587962832,21.7586261718059,"1400152013Snow","OUF anisotropic","speed (kilometers/day)36"
"area (square kilometers)37",1409.88930782603,2113.38702387575,2957.00804553277,"1400152014SnowFree","OUF anisotropic","area (square kilometers)37"
"t[position] (days)33",3.71361090948209,5.95517975573399,9.54977965853992,"1400152014SnowFree","OUF anisotropic","t[position] (days)33"
"t[velocity] (hours)33",1.06401890512542,1.21815124944973,1.39461099740612,"1400152014SnowFree","OUF anisotropic","t[velocity] (hours)33"
"speed (kilometers/day)37",26.3877159052342,27.3988287182636,28.4094331772925,"1400152014SnowFree","OUF anisotropic","speed (kilometers/day)37"
"area (square kilometers)38",5790.20780773527,15894.2218110511,31009.9215308247,"1400152014Snow","OUF anisotropic","area (square kilometers)38"
"t[position] (months)2",0.194309184344786,1.01230244398203,5.27384354757854,"1400152014Snow","OUF anisotropic","t[position] (months)2"
"t[velocity] (hours)34",1.56052139046551,1.73218526641682,1.92273288628004,"1400152014Snow","OUF anisotropic","t[velocity] (hours)34"
"speed (kilometers/day)38",27.5702295432327,28.354856195144,29.1391858098605,"1400152014Snow","OUF anisotropic","speed (kilometers/day)38"
"area (square kilometers)39",3204.38085995469,9180.28787445292,18245.4532584123,"1400152015SnowFree","OUF anisotropic","area (square kilometers)39"
"t[position] (days)34",3.54124895836995,22.0454855968945,137.240685677912,"1400152015SnowFree","OUF anisotropic","t[position] (days)34"
"t[velocity] (hours)35",1.31959673900995,1.47945075279243,1.65866924737951,"1400152015SnowFree","OUF anisotropic","t[velocity] (hours)35"
"speed (kilometers/day)39",26.39900947465,27.2438603148776,28.0883532180256,"1400152015SnowFree","OUF anisotropic","speed (kilometers/day)39"
"area (square kilometers)40",7378.1475050886,50154.4879443023,133057.910463943,"1400152015Snow","OUF anisotropic","area (square kilometers)40"
"t[position] (months)3",0,3.34774690433149,7.69723339285756,"1400152015Snow","OUF anisotropic","t[position] (months)3"
"t[velocity] (hours)36",1.44764429297287,1.61508223069363,1.80188643340384,"1400152015Snow","OUF anisotropic","t[velocity] (hours)36"
"speed (kilometers/day)40",28.1693810425695,29.0267453747418,29.8837635130418,"1400152015Snow","OUF anisotropic","speed (kilometers/day)40"
"area (square kilometers)41",1069.67606842533,1841.78306297713,2820.23471056839,"1400162013Snow","OUF anisotropic","area (square kilometers)41"
"t[position] (days)35",1.39718473022728,2.84962886323287,5.81196207093456,"1400162013Snow","OUF anisotropic","t[position] (days)35"
"t[velocity] (hours)37",1.89009382108793,2.29856135514577,2.79530266932912,"1400162013Snow","OUF anisotropic","t[velocity] (hours)37"
"speed (kilometers/day)41",25.7087276739998,27.0002179414995,28.2908720243878,"1400162013Snow","OUF anisotropic","speed (kilometers/day)41"
"area (square kilometers)42",600.357785062469,1040.52861759699,1599.75653359482,"1400162014SnowFree","OUF anisotropic","area (square kilometers)42"
"t[position] (days)36",0.488347867947883,1.096354745846,2.46134734608348,"1400162014SnowFree","OUF anisotropic","t[position] (days)36"
"t[velocity] (hours)38",0.8923075724096,1.41753710091851,2.25192690795419,"1400162014SnowFree","OUF anisotropic","t[velocity] (hours)38"
"speed (kilometers/day)42",37.6443807536089,41.820423065487,45.9911229160443,"1400162014SnowFree","OUF anisotropic","speed (kilometers/day)42"
"area (square kilometers)43",688.715848457235,1765.5646685862,3340.45227351599,"1400172013Snow","OUF anisotropic","area (square kilometers)43"
"t[position] (days)37",1.61785585919248,7.19936468404792,32.0367550418161,"1400172013Snow","OUF anisotropic","t[position] (days)37"
"t[velocity] (hours)39",1.14510127171819,1.43051297716037,1.78706235716053,"1400172013Snow","OUF anisotropic","t[velocity] (hours)39"
"speed (kilometers/day)43",20.4272725857775,21.6558120538114,22.8834142643819,"1400172013Snow","OUF anisotropic","speed (kilometers/day)43"
"area (square kilometers)44",1145.96194395141,1481.35153891779,1859.13470806948,"1400172014SnowFree","OUF anisotropic","area (square kilometers)44"
"t[position] (days)38",1.86510936977964,2.51010503922875,3.37815433778339,"1400172014SnowFree","OUF anisotropic","t[position] (days)38"
"t[velocity] (hours)40",0.989916276482384,1.15329174537709,1.3436306499387,"1400172014SnowFree","OUF anisotropic","t[velocity] (hours)40"
"speed (kilometers/day)44",35.7140028584669,37.3236694286662,38.9323935137041,"1400172014SnowFree","OUF anisotropic","speed (kilometers/day)44"
"area (square kilometers)45",1062.56349725255,1516.07088817111,2048.91280760493,"1400172014Snow","OUF anisotropic","area (square kilometers)45"
"t[position] (days)39",2.91583713025752,4.39651501413189,6.62908914524316,"1400172014Snow","OUF anisotropic","t[position] (days)39"
"t[velocity] (hours)41",1.08077649733292,1.23361743294935,1.40807278344043,"1400172014Snow","OUF anisotropic","t[velocity] (hours)41"
"speed (kilometers/day)45",26.4755942146281,27.4847789005186,28.4934587047999,"1400172014Snow","OUF anisotropic","speed (kilometers/day)45"
"area (square kilometers)46",522.314637957943,2884.31778777805,7224.07361023653,"1400182013Snow","OUF anisotropic","area (square kilometers)46"
"t[position] (days)40",0,18.1035516555999,39.9556055016605,"1400182013Snow","OUF anisotropic","t[position] (days)40"
"t[velocity] (hours)42",0.748591629195974,1.02277735249084,1.39738873902679,"1400182013Snow","OUF anisotropic","t[velocity] (hours)42"
"speed (kilometers/day)46",18.6674759689371,20.3515053822544,22.0337085131371,"1400182013Snow","OUF anisotropic","speed (kilometers/day)46"
"area (square kilometers)47",7126.98557823742,38527.836391417,95896.5007106723,"1400182014SnowFree","OUF anisotropic","area (square kilometers)47"
"t[position] (months)4",0,2.03863645181679,4.46600687100702,"1400182014SnowFree","OUF anisotropic","t[position] (months)4"
"t[velocity] (hours)43",1.49360740887272,1.66549142434404,1.85715581489856,"1400182014SnowFree","OUF anisotropic","t[velocity] (hours)43"
"speed (kilometers/day)47",30.9760193134851,31.9185609029949,32.8607220001086,"1400182014SnowFree","OUF anisotropic","speed (kilometers/day)47"
"area (square kilometers)48",10563.6125413013,31449.4878154377,63525.4249583612,"1400182014Snow","OUF anisotropic","area (square kilometers)48"
"t[position] (months)5",0.144940159114753,1.03593858147193,7.40421944571213,"1400182014Snow","OUF anisotropic","t[position] (months)5"
"t[velocity] (hours)44",1.57866466601336,1.75078637351797,1.94167449977641,"1400182014Snow","OUF anisotropic","t[velocity] (hours)44"
"speed (kilometers/day)48",37.9716858835386,39.0352300453638,40.0983777120634,"1400182014Snow","OUF anisotropic","speed (kilometers/day)48"
"area (square kilometers)49",3277.56220182415,11459.6405538604,24669.1588354905,"1400182015SnowFree","OUF anisotropic","area (square kilometers)49"
"t[position] (days)41",0.393384237607258,12.3477974338678,387.580606674057,"1400182015SnowFree","OUF anisotropic","t[position] (days)41"
"t[velocity] (hours)45",1.27532157397572,1.5468368408824,1.87615755989445,"1400182015SnowFree","OUF anisotropic","t[velocity] (hours)45"
"speed (kilometers/day)49",37.7642774297585,39.7499234865968,41.734228866471,"1400182015SnowFree","OUF anisotropic","speed (kilometers/day)49"
"area (square kilometers)50",554.207846643709,1892.51344965761,4037.6805926904,"1400192013Snow","OUF anisotropic","area (square kilometers)50"
"t[position] (days)42",0.59358080365278,11.605723940122,226.915741454995,"1400192013Snow","OUF anisotropic","t[position] (days)42"
"t[velocity] (minutes)4",17.6453713731898,34.1117167319075,65.9441614340788,"1400192013Snow","OUF anisotropic","t[velocity] (minutes)4"
"speed (kilometers/day)50",23.3190803929871,28.6186164470665,33.9078509921397,"1400192013Snow","OUF anisotropic","speed (kilometers/day)50"
"area (square kilometers)51",1398.22877292513,1932.95529369345,2552.92121600921,"1400192014SnowFree","OUF anisotropic","area (square kilometers)51"
"t[position] (days)43",2.71712135605619,3.94551209384282,5.7292493204113,"1400192014SnowFree","OUF anisotropic","t[position] (days)43"
"t[velocity] (hours)46",1.2048074583991,1.3658622292367,1.54844628181034,"1400192014SnowFree","OUF anisotropic","t[velocity] (hours)46"
"speed (kilometers/day)51",29.4197202175348,30.4300419978511,31.4399059481063,"1400192014SnowFree","OUF anisotropic","speed (kilometers/day)51"
"area (square kilometers)52",1303.55358707953,2052.97011160072,2969.84665565666,"1400192014Snow","OUF anisotropic","area (square kilometers)52"
"t[position] (days)44",2.96798208903269,5.1108177530849,8.80074654148629,"1400192014Snow","OUF anisotropic","t[position] (days)44"
"t[velocity] (hours)47",1.10541840331627,1.28140675939927,1.48541337660756,"1400192014Snow","OUF anisotropic","t[velocity] (hours)47"
"speed (kilometers/day)52",27.7345348711651,28.8816237559892,30.0280928899477,"1400192014Snow","OUF anisotropic","speed (kilometers/day)52"
"area (square kilometers)53",946.332203794234,4202.28122333806,9838.98352483466,"1400202013Snow","OUF anisotropic","area (square kilometers)53"
