"","ID","name","Esttype","SA","type","est","ExtraTerr","EVIMean","LFD"
"129","BW0242014Snow","BW0242014Snow 95% est","est","BC","OUF anisotropic",2792.95115574048,0,1723.23115220484,0.488871764264581
"130","BW0242014SnowFree","BW0242014SnowFree 95% est","est","BC","OUF anisotropic",846.321578082016,0,1608.73740937338,0.522264505189602
"131","BW0242015Snow","BW0242015Snow 95% est","est","BC","OUF isotropic",1911.61702258544,0,1334.01449579154,0.487702806347607
"132","BW0242016Snow","BW0242016Snow 95% est","est","BC","OUF anisotropic",2056.08096983083,0,1511.38205194637,0.533429028978338
"133","BW0242016SnowFree","BW0242016SnowFree 95% est","est","BC","OUF anisotropic",1018.15774875729,0,1552.18945053523,0.507119202421777
"134","BW0252013Snow","BW0252013Snow 95% est","est","BC","OUF anisotropic",1684.29398340275,0,1499.35505956235,0.522799452941214
"135","BW0252014SnowFree","BW0252014SnowFree 95% est","est","BC","OUF anisotropic",1146.62325254477,0,1557.12090692436,0.534242149910053
"136","BW0272013Snow","BW0272013Snow 95% est","est","BC","OUF isotropic",1715.75810587654,0,1700.98844504193,0.349538773943381
"137","BW0272014Snow","BW0272014Snow 95% est","est","BC","OUF anisotropic",3580.823450397,0,1797.15933107126,0.264574517358002
"138","BW0272014SnowFree","BW0272014SnowFree 95% est","est","BC","OUF anisotropic",47779.1525710954,1,1839.65301634186,0.0627193704885638
"139","BW0282013Snow","BW0282013Snow 95% est","est","BC","OUF isotropic",1905.75552368939,0,1698.19374659967,0.341313046181677
"140","BW0282014SnowFree","BW0282014SnowFree 95% est","est","BC","OUF anisotropic",304946.046552522,1,1304.10507652725,0.0313023809076689
"141","BW0292013Snow","BW0292013Snow 95% est","est","BC","OUF anisotropic",1510.35587927091,0,1615.49447620893,0.279499421745034
"142","BW0292014SnowFree","BW0292014SnowFree 95% est","est","BC","OUF anisotropic",3098.70390160329,0,1717.94203109344,0.288267794725017
"143","BW0302013Snow","BW0302013Snow 95% est","est","BC","OUF anisotropic",841.22144416505,0,1538.60677976973,0.4822560976067
"144","BW0302014Snow","BW0302014Snow 95% est","est","BC","OUF anisotropic",2109.91794406047,0,1708.76136253513,0.33747135000614
"145","BW0302014SnowFree","BW0302014SnowFree 95% est","est","BC","OUF anisotropic",1183.56296216228,0,1676.14035455955,0.420883611701745
"146","BW0312013Snow","BW0312013Snow 95% est","est","BC","OU anisotropic",877.037258874851,0,1538.833466966,0.482275192332506
"147","BW0312014SnowFree","BW0312014SnowFree 95% est","est","BC","OUF anisotropic",2513.48713944263,0,1679.01584574878,0.492977872278497
"148","BW0332014Snow","BW0332014Snow 95% est","est","BC","OUF anisotropic",2603.41248883276,0,1331.85150723345,0.452575837988759
"149","BW0332015Snow","BW0332015Snow 95% est","est","BC","OUF isotropic",1734.86404713729,0,1317.72893061744,0.489777078806511
"150","BW0332015SnowFree","BW0332015SnowFree 95% est","est","BC","OUF anisotropic",1349.00867396901,0,1274.26909224198,0.448126793915663
"151","BW0352014Snow","BW0352014Snow 95% est","est","BC","OUF anisotropic",1969.50833015892,0,1448.65556728401,0.291494899073877
"152","BW0352015Snow","BW0352015Snow 95% est","est","BC","OUF anisotropic",5346.3779569312,0,1522.99402172162,0.234559679959058
"153","BW0352015SnowFree","BW0352015SnowFree 95% est","est","BC","OUF anisotropic",4128.40557313525,1,1731.4495803703,0.186483394134865
"154","BW0362014Snow","BW0362014Snow 95% est","est","BC","OUF anisotropic",2226.89895549739,0,1371.05367990281,0.321223278403547
"155","BW0362015Snow","BW0362015Snow 95% est","est","BC","OUF anisotropic",4128.33541131569,0,1520.82180654293,0.21931233993695
"156","BW0362015SnowFree","BW0362015SnowFree 95% est","est","BC","OUF anisotropic",2015.52302767598,0,1571.22026819433,0.229877458891442
"157","BW0382014Snow","BW0382014Snow 95% est","est","BC","OUF anisotropic",1205.65956221821,0,1639.82383552843,0.55715241555699
"158","BW0382015Snow","BW0382015Snow 95% est","est","BC","OUF anisotropic",928.998428893995,0,1609.29925399531,0.567375481511381
"159","BW0382015SnowFree","BW0382015SnowFree 95% est","est","BC","OUF anisotropic",1068.77713479056,0,1605.63496449571,0.558323997269044
"160","BW0382016Snow","BW0382016Snow 95% est","est","BC","OUF isotropic",1575.74659905952,0,1699.59045783133,0.554063861100758
"161","BW0382016SnowFree","BW0382016SnowFree 95% est","est","BC","OUF anisotropic",708.574985740013,0,1704.21058638205,0.558126865839329
"162","BW0382017SnowFree","BW0382017SnowFree 95% est","est","BC","OUF anisotropic",1089.08837705576,0,1180.56624494252,0.546525262050551
"163","BW0392014Snow","BW0392014Snow 95% est","est","BC","OUF anisotropic",1446.81998747331,0,1639.96529674496,0.558783565533859
"164","BW0392015Snow","BW0392015Snow 95% est","est","BC","OUF anisotropic",1209.29468272095,0,1607.27100401606,0.567473049168488
"165","BW0392015SnowFree","BW0392015SnowFree 95% est","est","BC","OUF anisotropic",1163.76224035581,0,1607.54509381828,0.562143579965746
"166","BW0392016SnowFree","BW0392016SnowFree 95% est","est","BC","OUF anisotropic",959.157041327225,0,1713.82461271453,0.576634909950636
"167","BW0402014Snow","BW0402014Snow 95% est","est","BC","OUF isotropic",1189.94054825812,0,1634.96513534366,0.573818683458801
"168","BW0402015Snow","BW0402015Snow 95% est","est","BC","OUF anisotropic",2482.95039030434,1,1583.63983731996,0.517514166996334
"169","BW0402015SnowFree","BW0402015SnowFree 95% est","est","BC","OUF anisotropic",4325.86656021254,1,1575.26284604021,0.508012282315119
"170","BW0402016Snow","BW0402016Snow 95% est","est","BC","OUF anisotropic",1727.22696625545,0,1703.80778498908,0.558223847160751
"171","BW0402016SnowFree","BW0402016SnowFree 95% est","est","BC","OUF anisotropic",1211.57403413051,0,1716.38760885633,0.577580194729349
"172","BW0412014Snow","BW0412014Snow 95% est","est","BC","OUF isotropic",4989.76276267578,0,1312.57585521465,0.269916018910086
"173","BW0412015Snow","BW0412015Snow 95% est","est","BC","OUF anisotropic",3838.37595850273,0,1380.83947760228,0.290365462395798
"174","BW0412015SnowFree","BW0412015SnowFree 95% est","est","BC","OUF anisotropic",15566.7832031655,1,1119.46618945591,0.167745614778034
"175","BW042nex2015Snow","BW042nex2015Snow 95% est","est","BC","OUF anisotropic",6787.39743808999,NA,1163.1442819366,0.285031206641015
"176","BW042nex2015SnowFree","BW042nex2015SnowFree 95% est","est","BC","OUF anisotropic",3282.04884966431,NA,1158.02437867888,0.282589966130875
"177","BW042nex2016SnowFree","BW042nex2016SnowFree 95% est","est","BC","OUF anisotropic",3953.76490733416,NA,1334.21263595859,0.28658172056987
"178","BW043nex2015Snow","BW043nex2015Snow 95% est","est","BC","OUF anisotropic",7442.23167183258,NA,1163.1286207121,0.284765774090261
"179","BW043nex2015SnowFree","BW043nex2015SnowFree 95% est","est","BC","OUF anisotropic",3019.5624835906,NA,1163.79545306601,0.285841194139862
"180","BW043nex2016SnowFree","BW043nex2016SnowFree 95% est","est","BC","OUF anisotropic",3373.64876137337,NA,1341.94586424393,0.261367997259264
"181","BW044nex2014Snow","BW044nex2014Snow 95% est","est","BC","OUF anisotropic",1228.64840021822,NA,1355.25622493856,0.302350060946816
"182","BW044nex2015Snow","BW044nex2015Snow 95% est","est","BC","OUF anisotropic",5948.21717935403,NA,1154.56655217534,0.283326015946273
"183","BW044nex2015SnowFree","BW044nex2015SnowFree 95% est","est","BC","OUF anisotropic",2023.84644930033,NA,1164.95453955691,0.297190036905627
"184","BW045nex2015Snow","BW045nex2015Snow 95% est","est","BC","OUF anisotropic",10474.3369856649,NA,1131.48585641826,0.260091873408815
"185","BW045nex2015SnowFree","BW045nex2015SnowFree 95% est","est","BC","OUF anisotropic",3590.11318101492,NA,1167.88735852738,0.291961471633018
"186","BW045nex2016Snow","BW045nex2016Snow 95% est","est","BC","OUF anisotropic",2795.23715339765,NA,1461.53840201199,0.392141680777606
"187","BW045nex2016SnowFree","BW045nex2016SnowFree 95% est","est","BC","OUF anisotropic",8968.78755217359,NA,1475.09654915671,0.241389697236285
"188","BW046nex2015Snow","BW046nex2015Snow 95% est","est","BC","OUF anisotropic",6673.0455871223,NA,1163.79679851185,0.286409231126992
"189","BW046nex2015SnowFree","BW046nex2015SnowFree 95% est","est","BC","OUF anisotropic",2494.63586148669,NA,1168.16620696369,0.297282091541006
"190","BW047nex2015SnowFree","BW047nex2015SnowFree 95% est","est","BC","OUF anisotropic",1410.09640236813,NA,1275.25730304864,0.4519714120892
"191","BW049nex2015Snow","BW049nex2015Snow 95% est","est","BC","OUF isotropic",2578.7378597752,NA,1271.58821655036,0.450074727453342
"192","BW049nex2015SnowFree","BW049nex2015SnowFree 95% est","est","BC","OUf anisotropic",1797.99431051672,NA,1339.28764872883,0.463411107884
"193","BW049nex2016Snow","BW049nex2016Snow 95% est","est","BC","OUF anisotropic",2769.79737367232,NA,1546.61492660872,0.462657468805982
"194","BW049nex2016SnowFree","BW049nex2016SnowFree 95% est","est","BC","OUF anisotropic",1620.07720864267,NA,1563.74377167584,0.487227411100246
"195","BW0502014Snow","BW0502014Snow 95% est","est","BC","OUF anisotropic",3031.92903177398,0,1327.77627589289,0.406209430940924
"196","BW0502015SnowFree","BW0502015SnowFree 95% est","est","BC","OUF anisotropic",1579.81398851212,0,1268.3364088345,0.445338255331378
"197","BW0512014Snow","BW0512014Snow 95% est","est","BC","OUF anisotropic",1985.41518728118,0,1886.80552319938,0.0955173827397561
"198","BW0512015SnowFree","BW0512015SnowFree 95% est","est","BC","OUF anisotropic",59621.5723316726,1,1722.40742864424,0.103793107907221
"199","BW0522015Snow","BW0522015Snow 95% est","est","BC","OUF isotropic",1680.08729631102,0,1345.91284078077,0.485110529170051
"200","BW0522016Snow","BW0522016Snow 95% est","est","BC","OUF anisotropic",1540.58825018216,0,1530.49818670466,0.532234735081515
"201","BW0522016SnowFree","BW0522016SnowFree 95% est","est","BC","OUF anisotropic",914.740471860389,0,1539.33522488441,0.503089586137262
"202","BW0532015Snow","BW0532015Snow 95% est","est","BC","OUF anisotropic",7559.36499147128,0,1790.95072700487,0.197157544946246
"203","BW0532016Snow","BW0532016Snow 95% est","est","BC","OUF anisotropic",5796.57620490449,0,1547.09964242386,0.18635036064492
"204","BW0532016SnowFree","BW0532016SnowFree 95% est","est","BC","OUF anisotropic",4922.24110928487,0,1713.01803520472,0.222542771189964
"205","BW0532017SnowFree","BW0532017SnowFree 95% est","est","BC","OUF anisotropic",2146.07481061487,0,1202.73000799361,0.151903237797817
"206","W001C2014Snow","W001C2014Snow 95% est","est","RICC","OUF anisotropic",1136.01569988389,0,1580.39676774409,0.297783446661269
"207","W001C2015SnowFree","W001C2015SnowFree 95% est","est","RICC","OUF anisotropic",950.022398106724,0,1369.1665106639,0.306709948797839
"208","W001R2014Snow","W001R2014Snow 95% est","est","RICC","OUf isotropic",1051.90582998099,0,1577.69323510826,0.299912223511668
"209","W001R2015SnowFree","W001R2015SnowFree 95% est","est","RICC","OU anisotropic",1014.94250931528,0,1370.4294166946,0.309425141865615
"210","W002C2014Snow","W002C2014Snow 95% est","est","RICC","OUF anisotropic",1778.00131057024,0,1828.97155379283,0.236375255448209
"211","W002C2015SnowFree","W002C2015SnowFree 95% est","est","RICC","OUF isotropic",624.114621020944,0,1442.88447038593,0.302236570215582
"212","W002D2012Snow","W002D2012Snow 95% est","est","RICC","OUF anisotropic",6165.27221601453,1,1700.56178995434,0.0118959538011541
"213","W002D2013Snow","W002D2013Snow 95% est","est","RICC","OUF anisotropic",11644.176153382,1,1561.60284129298,0.0235053889157678
"214","W002D2013SnowFree","W002D2013SnowFree 95% est","est","RICC","OUF anisotropic",5132.42592873826,1,1567.49382161312,0.0228905255604071
"215","W002R2014Snow","W002R2014Snow 95% est","est","RICC","OUf isotropic",4044.16955670111,0,1363.567224037,0.0712960402186047
"216","W002R2015SnowFree","W002R2015SnowFree 95% est","est","RICC","OUF anisotropic",1988.44559393022,0,1213.42215306817,0.102657658864484
"217","W003D2012Snow","W003D2012Snow 95% est","est","RICC","OU anisotropic",261.256025897498,0,1266.59564564074,0.254715033386526
"218","W003D2013Snow","W003D2013Snow 95% est","est","RICC","OUF anisotropic",328.268473676875,0,1342.53215055871,0.25355773438729
"219","W003D2013SnowFree","W003D2013SnowFree 95% est","est","RICC","OUF anisotropic",296.852766453476,0,1343.07697976027,0.277930617742557
"220","W003D2014Snow","W003D2014Snow 95% est","est","RICC","OUF anisotropic",569.276192902296,0,1398.17542597377,0.264232791343166
"221","W003D2014SnowFree","W003D2014SnowFree 95% est","est","RICC","OU anisotropic",500.061696298171,0,1392.58134706556,0.234804953827701
"222","W003D2015SnowFree","W003D2015SnowFree 95% est","est","RICC","OUF anisotropic",481.961998418683,0,1238.04520771999,0.267589540705614
"223","W003F2012Snow","W003F2012Snow 95% est","est","RICC","OUF anisotropic",211.40480200147,0,1211.2142005819,0.415570331441727
"224","W003F2013SnowFree","W003F2013SnowFree 95% est","est","RICC","OUF anisotropic",848.017594317795,0,1471.43623780739,0.412958593485538
"225","W003R2015SnowFree","W003R2015SnowFree 95% est","est","RICC","OU anisotropic",465.058369635018,0,1995.94746915479,0.19583040441191
"226","W004D2012Snow","W004D2012Snow 95% est","est","RICC","OUF anisotropic",1058.32153957779,0,1311.99960521121,0.131504957568541
"227","W004D2013Snow","W004D2013Snow 95% est","est","RICC","OUF anisotropic",695.941227110891,0,1282.89075990133,0.232839194851835
"228","W004D2013SnowFree","W004D2013SnowFree 95% est","est","RICC","OUF anisotropic",969.296519164135,0,1250.8872420325,0.153272481904777
"229","W004F2012Snow","W004F2012Snow 95% est","est","RICC","OUF anisotropic",2404.90326612635,0,1496.946600202,0.265772427404249
"230","W004F2013SnowFree","W004F2013SnowFree 95% est","est","RICC","OUF anisotropic",670.266674278755,0,1388.89427010046,0.276253367640945
"231","W004R2014Snow","W004R2014Snow 95% est","est","RICC","OU anisotropic",6453.76371441406,1,1760.68968960775,0.0971884326209049
"232","W004R2015SnowFree","W004R2015SnowFree 95% est","est","RICC","OUF anisotropic",2632.27307921182,1,1496.81431719511,0.0932260724080695
"233","W005D2012Snow","W005D2012Snow 95% est","est","RICC","OUF anisotropic",1168.74816131347,0,1313.45134112226,0.132044019305888
"234","W005D2013SnowFree","W005D2013SnowFree 95% est","est","RICC","OUF anisotropic",586.242491340471,0,1261.42017145739,0.185032071545555
"235","W005R2014Snow","W005R2014Snow 95% est","est","RICC","OUf anisotropic",1687.57125079462,0,1809.90937469356,0.125127114433576
"236","W005R2015SnowFree","W005R2015SnowFree 95% est","est","RICC","OUF anisotropic",1099.28790894049,0,1548.97594524334,0.113263571724054
"237","W006D2012Snow","W006D2012Snow 95% est","est","RICC","OUF anisotropic",1234.77058830217,0,1797.14297939459,0.22110279965249
"238","W006D2013Snow","W006D2013Snow 95% est","est","RICC","OUF anisotropic",1591.38928448697,0,1614.74652452881,0.280253934605352
"239","W006D2013SnowFree","W006D2013SnowFree 95% est","est","RICC","OUF anisotropic",874.592208370146,0,1582.80067363764,0.302633162838881
"240","W006F2012Snow","W006F2012Snow 95% est","est","RICC","OUF anisotropic",941.712293889484,0,1792.13084809875,0.231521524079543
"241","W007D2012Snow","W007D2012Snow 95% est","est","RICC","OU anisotropic",275.526145734657,0,1259.35602568324,0.27097167313539
"242","W007D2013SnowFree","W007D2013SnowFree 95% est","est","RICC","OUF anisotropic",117.228348659445,0,1337.71405266838,0.306784136912612
"243","W008D2012Snow","W008D2012Snow 95% est","est","RICC","OUF anisotropic",914.354022035287,0,1782.08589696381,0.225279073179974
"244","W008D2013SnowFree","W008D2013SnowFree 95% est","est","RICC","OUF anisotropic",572.94416667829,0,1590.72070830953,0.302397053308359
"245","W011F2012Snow","W011F2012Snow 95% est","est","RICC","OUF anisotropic",2411.04657440428,0,1508.12811318926,0.113005263699406
"246","W011F2013Snow","W011F2013Snow 95% est","est","RICC","OU anisotropic",3461.99427300149,0,1332.69421701563,0.0911556628782805
"247","W011F2013SnowFree","W011F2013SnowFree 95% est","est","RICC","OUF anisotropic",2061.76521814837,0,1368.53741386561,0.0933393892020846
"248","W011F2014SnowFree","W011F2014SnowFree 95% est","est","RICC","OUF isotropic",1860.79298283252,0,1370.56038163001,0.0896664739817937
"249","W012D2012Snow","W012D2012Snow 95% est","est","RICC","OUF anisotropic",272.549856022405,0,2058.50610697499,0.191668965113036
"250","W012D2013Snow","W012D2013Snow 95% est","est","RICC","OUF anisotropic",456.634971043945,0,2054.39186453472,0.191146066676259
"251","W012D2013SnowFree","W012D2013SnowFree 95% est","est","RICC","OUF anisotropic",490.661191180579,0,2002.83671260181,0.190785649077488
"252","W012D2014SnowFree","W012D2014SnowFree 95% est","est","RICC","OU anisotropic",485.90956007024,0,2234.7687775634,0.189386117389131
"253","W012F2012Snow","W012F2012Snow 95% est","est","RICC","OUf anisotropic",562.165633534349,0,1336.17766232069,0.112392409540733
"254","W012F2013Snow","W012F2013Snow 95% est","est","RICC","OUF anisotropic",752.890195218138,0,1296.43909654068,0.254305835285899
"255","W012F2013SnowFree","W012F2013SnowFree 95% est","est","RICC","OUF isotropic",823.696492659483,0,1247.23224530168,0.141564491316405
"256","W012F2014Snow","W012F2014Snow 95% est","est","RICC","OUF anisotropic",2728.2053352302,0,1342.83003834964,0.1505897117886
"257","W012F2014SnowFree","W012F2014SnowFree 95% est","est","RICC","OUF anisotropic",1061.9986802611,0,1343.3776064976,0.149561014013228
"258","W012F2015SnowFree","W012F2015SnowFree 95% est","est","RICC","OUF anisotropic",162.310358942649,0,1187.38103568929,0.16331103239404
"259","W013D2012Snow","W013D2012Snow 95% est","est","RICC","OUF anisotropic",1058.70818505192,0,1310.15419699015,0.127550998542713
"260","W013D2013Snow","W013D2013Snow 95% est","est","RICC","OUF anisotropic",814.633757089968,0,1294.53003472222,0.248344643068005
"261","W013D2013SnowFree","W013D2013SnowFree 95% est","est","RICC","OUF anisotropic",1043.24673078489,0,1268.70056563752,0.199716327523603
"262","W013F2012Snow","W013F2012Snow 95% est","est","RICC","OU isotropic",219.471390480215,0,1558.47815255574,0.0302579069271681
"263","W013F2013Snow","W013F2013Snow 95% est","est","RICC","OUF isotropic",1341.19715357039,0,1424.3441678425,0.0376661621563316
"264","W013F2013SnowFree","W013F2013SnowFree 95% est","est","RICC","OUF anisotropic",836.779090067812,0,1463.28458313926,0.0293020765714394
"265","W015D2012Snow","W015D2012Snow 95% est","est","RICC","OU anisotropic",266.492211797589,0,1266.48629980405,0.251147786439029
"266","W015D2013Snow","W015D2013Snow 95% est","est","RICC","OUF anisotropic",361.441986389124,0,1340.42370389729,0.260868426971726
"267","W015D2013SnowFree","W015D2013SnowFree 95% est","est","RICC","OUf isotropic",306.079374870633,0,1336.18507331091,0.254130311501313
"268","W015D2014Snow","W015D2014Snow 95% est","est","RICC","OUF anisotropic",591.084899582771,0,1398.04858764476,0.272058670009712
"269","W015D2014SnowFree","W015D2014SnowFree 95% est","est","RICC","OU anisotropic",436.777844427095,0,1393.93173576399,0.230507203606892
"270","W015D2015SnowFree","W015D2015SnowFree 95% est","est","RICC","OUf isotropic",330.908384249049,0,1235.29996725606,0.264045044439256
"271","W015F2013Snow","W015F2013Snow 95% est","est","RICC","OUF isotropic",3316.48961272181,0,1274.75901411186,0.0915407832404735
"272","W015F2014Snow","W015F2014Snow 95% est","est","RICC","OUF anisotropic",6075.45425397416,0,1350.32649095303,0.0550827247886019
"273","W015F2014SnowFree","W015F2014SnowFree 95% est","est","RICC","OUF anisotropic",3131.38796800993,0,1394.3860693941,0.0873168572945882
"274","W015F2015SnowFree","W015F2015SnowFree 95% est","est","RICC","OUF anisotropic",2023.76376962622,0,1195.16322300667,0.0935523878222256
"275","W016F2013Snow","W016F2013Snow 95% est","est","RICC","OUf isotropic",3045.88950123481,0,1293.81212228937,0.0725806203603131
"276","W016F2014Snow","W016F2014Snow 95% est","est","RICC","OUF anisotropic",8050.88908399299,0,1371.43106428781,0.0474308950770957
"277","W016F2014SnowFree","W016F2014SnowFree 95% est","est","RICC","OUF anisotropic",3287.35953071616,0,1355.460820473,0.0789596026076497
"278","W016F2015SnowFree","W016F2015SnowFree 95% est","est","RICC","OUF anisotropic",3970.98714026213,0,1262.5945835779,0.047803811601353
"279","W017F2013Snow","W017F2013Snow 95% est","est","RICC","OUF isotropic",2478.06613643564,0,1299.64025986619,0.0759166023470251
"280","W017F2014SnowFree","W017F2014SnowFree 95% est","est","RICC","OUF isotropic",10137.2718110517,1,1442.82740329688,0.0700936986101221
"281","W018D2012Snow","W018D2012Snow 95% est","est","RICC","OUF isotropic",578.537218763601,0,1695.22686856093,0.265898722920438
"282","W018D2013Snow","W018D2013Snow 95% est","est","RICC","OU anisotropic",465.528832519994,0,1877.53271751301,0.276989917043954
"283","W018D2013SnowFree","W018D2013SnowFree 95% est","est","RICC","OUF anisotropic",764.300577550842,0,2008.32429063474,0.282964260889191
"284","W018F2014Snow","W018F2014Snow 95% est","est","RICC","OUF anisotropic",1117.85396962446,0,1602.11629305449,0.297238171703092
"285","W018F2015SnowFree","W018F2015SnowFree 95% est","est","RICC","OUF anisotropic",1144.25351174017,0,1366.90310789157,0.31799144544746
"286","W019D2012Snow","W019D2012Snow 95% est","est","RICC","OUF isotropic",305.300844898551,0,2135.09753324606,0.188009017477057
"287","W019D2013SnowFree","W019D2013SnowFree 95% est","est","RICC","OUF anisotropic",235.850898334349,0,2269.87475845411,0.188643182497904
"288","W020D2012Snow","W020D2012Snow 95% est","est","RICC","OUF isotropic",549.869369800941,0,1713.36314030086,0.267490321307009
"289","W020D2013Snow","W020D2013Snow 95% est","est","RICC","OU anisotropic",232.390157952079,0,1941.26782777449,0.271634709973902
"290","W020D2013SnowFree","W020D2013SnowFree 95% est","est","RICC","OU anisotropic",419.998710112023,0,2027.25559487532,0.27825639246102
"291","W020F2014Snow","W020F2014Snow 95% est","est","RICC","OUF anisotropic",816.630092824509,0,1482.16539498783,0.237008763150088
"292","W020F2015SnowFree","W020F2015SnowFree 95% est","est","RICC","OUF anisotropic",858.810050186666,0,1143.99453695781,0.214914697911156
"293","W021D2013Snow","W021D2013Snow 95% est","est","RICC","OUF isotropic",1094.64859191027,0,1839.160989695,0.195152002648178
"294","W022D2013Snow","W022D2013Snow 95% est","est","RICC","OUF anisotropic",4822.23097503005,1,1972.17324154658,0.177278879820785
"295","W022D2014Snow","W022D2014Snow 95% est","est","RICC","OUF anisotropic",7383.37056026337,1,2156.19114804793,0.186709829581806
"296","W022D2014SnowFree","W022D2014SnowFree 95% est","est","RICC","OUF anisotropic",8666.87869765256,1,2006.69182154871,0.201881899060246
"297","W022D2015SnowFree","W022D2015SnowFree 95% est","est","RICC","OU isotropic",680.233186479884,0,1436.63422005247,0.304761645527752
"298","W022F2014Snow","W022F2014Snow 95% est","est","RICC","OUF anisotropic",761.549331652768,0,1475.18613030602,0.223087835428342
"299","W022F2015SnowFree","W022F2015SnowFree 95% est","est","RICC","OUF anisotropic",945.606289147861,0,1121.18429455527,0.222238966765226
"300","W023D2013Snow","W023D2013Snow 95% est","est","RICC","OUF anisotropic",309.30077229899,0,1336.62377791584,0.261224925114271
"301","W023D2014Snow","W023D2014Snow 95% est","est","RICC","OUF anisotropic",602.820703074981,0,1395.7012108848,0.274618387900907
"302","W023D2014SnowFree","W023D2014SnowFree 95% est","est","RICC","OUF anisotropic",381.750907424182,0,1395.97390163934,0.259925227025058
"303","W023D2015SnowFree","W023D2015SnowFree 95% est","est","RICC","OUF anisotropic",487.571057660831,0,1235.77304964539,0.258800784302406
"304","W023F2014Snow","W023F2014Snow 95% est","est","RICC","OUF anisotropic",1625.5708166131,0,1582.41395707062,0.296357394767778
"305","W023F2015SnowFree","W023F2015SnowFree 95% est","est","RICC","OUF anisotropic",1290.92175124945,0,1373.37007372654,0.312351722696803
"306","W024D2013Snow","W024D2013Snow 95% est","est","RICC","OUF anisotropic",355.118542155891,0,1517.36214320665,0.168195217654157
"307","W024D2014SnowFree","W024D2014SnowFree 95% est","est","RICC","OUF anisotropic",383.365530337127,0,1818.15639624309,0.163263484670831
"308","W024F2014Snow","W024F2014Snow 95% est","est","RICC","OUF isotropic",4611.2619417441,0,1356.63076596855,0.0498688056904341
"309","W024F2015SnowFree","W024F2015SnowFree 95% est","est","RICC","OUF isotropic",1764.11716773756,0,1191.64623481781,0.0919036179625719
"310","W025D2013Snow","W025D2013Snow 95% est","est","RICC","OUF anisotropic",876.711479722067,0,1530.31638297872,0.163591690534221
"311","W025D2014SnowFree","W025D2014SnowFree 95% est","est","RICC","OUF anisotropic",374.894305847396,0,1787.0562030014,0.169063331990654
"312","W026D2013Snow","W026D2013Snow 95% est","est","RICC","OUF anisotropic",980.276648793214,0,1601.62604190501,0.119813107518949
"313","W026D2014SnowFree","W026D2014SnowFree 95% est","est","RICC","OUF anisotropic",509.48546999793,0,1776.37211871393,0.122035986203914
"314","W027D2013Snow","W027D2013Snow 95% est","est","RICC","OUF anisotropic",1458.56430497675,0,1600.35811538838,0.115267385499123
"315","W027D2014Snow","W027D2014Snow 95% est","est","RICC","OUF anisotropic",1091.69866349695,0,1787.01179554391,0.112298996295151
"316","W027D2014SnowFree","W027D2014SnowFree 95% est","est","RICC","OUF anisotropic",1289.32604973056,0,1747.41892069543,0.0722837541538518
"317","W027D2015SnowFree","W027D2015SnowFree 95% est","est","RICC","OUF anisotropic",587.57133938471,0,1520.49485097534,0.107302213038081
"318","W028D2013Snow","W028D2013Snow 95% est","est","RICC","OUF anisotropic",387.049372095933,0,1518.21072115855,0.168218213764031
"319","W028D2014SnowFree","W028D2014SnowFree 95% est","est","RICC","OUF anisotropic",248.008881027033,0,1778.83690973128,0.176261044623955
"320","W030D2013Snow","W030D2013Snow 95% est","est","RICC","OUF anisotropic",290.681645196768,0,2007.21046908978,0.189051148091923
"321","W030D2014Snow","W030D2014Snow 95% est","est","RICC","OUF anisotropic",4723.95987042424,1,2272.94812480521,0.185315656339406
"322","W030D2014SnowFree","W030D2014SnowFree 95% est","est","RICC","OUF anisotropic",535.547423908143,0,2227.68378173551,0.189460669878333
"323","W030D2015SnowFree","W030D2015SnowFree 95% est","est","RICC","OU isotropic",254.21180300036,0,2032.89672311628,0
"324","W031D2013Snow","W031D2013Snow 95% est","est","RICC","OUF anisotropic",220.634604568711,0,2026.49370485036,0.189213576141563
"325","W031D2014SnowFree","W031D2014SnowFree 95% est","est","RICC","OU anisotropic",244.416797136292,0,2250.14116286296,0.188437205569949
"326","W032D2013Snow","W032D2013Snow 95% est","est","RICC","OUF anisotropic",341.853063264797,0,2061.88084912919,0.180441491098669
"327","W032D2014Snow","W032D2014Snow 95% est","est","RICC","OUF anisotropic",529.721980463563,0,2283.45559307872,0.183927062623322
"328","W032D2014SnowFree","W032D2014SnowFree 95% est","est","RICC","OUF anisotropic",323.550520182302,0,2370.24469371067,0.169771984781733
"329","W032D2015SnowFree","W032D2015SnowFree 95% est","est","RICC","OUF anisotropic",313.984725106837,0,2073.35588318785,0.175116216110477
"330","W033D2014Snow","W033D2014Snow 95% est","est","RICC","OUF anisotropic",2139.46693774691,0,1426.91517668819,0.378869512068151
"331","W033D2015SnowFree","W033D2015SnowFree 95% est","est","RICC","OUF anisotropic",1098.26939882202,0,1348.14592260745,0.348949477353389
"332","137902013Snow","137902013Snow 95% est","est","WHEC","OUF isotropic",1541.17469886404,0,1638.20379890074,0.191391772254102
"333","137912013Snow","137912013Snow 95% est","est","WHEC","OUF anisotropic",2008.74656061469,0,1689.35262282789,0.194472711105913
"334","137922013Snow","137922013Snow 95% est","est","WHEC","OUF anisotropic",344.169727022664,0,1476.4703561804,0.209183882018781
"335","137932013Snow","137932013Snow 95% est","est","WHEC","OU anisotropic",74.2993982028939,0,1572.02446423329,0.187187150564562
